product_id,product_name,description,price,category,supplier_id,created_at,updated_at
426,Tea - Vanilla Chai,"Burn of first degree of chin, sequela","€244,54",Arts & Entertainment,426,2023-06-20,2023-12-22
427,Wine - Chenin Blanc K.w.v.,"Major laceration of right internal jugular vein, init encntr","€748,50",Gifts & Special Events,427,2023-09-07,2024-04-09
428,Assorted Desserts,"Oth nondisp fx of 7th cervcal vert, subs for fx w delay heal",,Attractions,428,2023-02-17,2023-02-20
429,Plate Foam Laminated 9in Blk,"Equatorial staphyloma, left eye","€119,99",Gifts & Special Events,429,2023-02-17,2023-06-12
430,Pur Value,"Insect bite of unspecified part of neck, subs encntr","€92,93",Gifts & Special Events,430,2023-06-24,2024-02-01
431,Munchies Honey Sweet Trail Mix,"Assault by human bite, subsequent encounter","€363,00",aaaa,431,2024-02-19,2024-03-24
432,Apricots - Halves,"Chronic gout due to renal impairment, left hand, w/o tophus","€256,99",Attractions,432,2023-12-28,2023-02-19
433,Flour - Cake,"Unsp inj flexor musc/fasc/tend r mid fngr at forarm lv, init",,aaaa,433,2024-03-17,2023-03-02
434,"Nut - Hazelnut, Whole","Unspecified fracture of right wrist and hand, sequela",,Beauty & Fitness,434,2023-12-14,2023-10-12
435,Pastry - French Mini Assorted,Puncture wound without foreign body of left hand,"€631,26",Attractions,435,2023-06-28,2023-05-09
436,Apple - Northern Spy,"Disp fx of lateral condyle of r tibia, 7thN",,Gifts & Special Events,436,2023-12-27,2023-05-31
437,Chips Potato Reg 43g,"Cystic meniscus, other medial meniscus","€337,24",vvvv,437,2023-07-15,2024-02-10
438,Beef - Prime Rib Aaa,"Frostbite w tissue necrosis of left hip and thigh, init","€982,72",Gifts & Special Events,438,2023-01-01,2023-03-25
439,Wine - Trimbach Pinot Blanc,"Occup of bus injured in nonclsn trnsp accident nontraf, init","€563,79",Beauty & Fitness,439,2023-09-11,2023-11-20
440,Soho Lychee Liqueur,"Unsp open wound of r rng fngr w/o damage to nail, subs","€25,53",Food & Drink,440,2023-02-26,2024-05-26
441,Petite Baguette,"Toxic effect of copper and its compounds, self-harm",,aaaa,441,2024-02-09,2024-01-21
442,"Schnappes - Peach, Walkers","Toxic effect of thallium, intentional self-harm, sequela","€125,79",Beauty & Fitness,442,2024-05-03,2023-11-05
443,Soup Campbells - Italian Wedding,Maternal care for vertical scar from previous cesarean del,"€245,17",aaaa,443,2023-09-28,2023-01-20
444,Lettuce - Lolla Rosa,"Infect/inflm reaction due to int fix of right fibula, subs","€825,04",Food & Drink,444,2023-07-22,2023-08-17
445,Beef - Top Sirloin,Other human herpesvirus infection,"€347,95",Food & Drink,445,2024-06-02,2023-07-30
446,Lemon Tarts,Superficial injury of elbow and forearm,"€611,64",aaaa,446,2024-06-29,2023-12-22
447,Bread - Dark Rye,"Poisoning by expectorants, intentional self-harm, init","€831,41",Food & Drink,447,2023-12-19,2023-04-22
448,Coffee - Decaffeinato Coffee,"Displ artic fx head of r femr, 7thH","€367,85",Arts & Entertainment,448,2023-07-08,2024-03-14
449,Cake - Lemon Chiffon,"Pyogenic arthritis, unspecified","€522,77",Gifts & Special Events,449,2023-10-14,2023-12-27
450,Coconut Milk - Unsweetened,"Pnctr w fb of right eyelid and periocular area, init","€252,17",Beauty & Fitness,450,2023-04-23,2023-08-11
451,Tea - Herbal Orange Spice,Venous complications and hemorrhoids in pregnancy,"€959,82",vvvv,451,2023-09-13,2023-10-03
452,Tart - Pecan Butter Squares,"Oth fracture of right talus, init encntr for closed fracture","€408,68",Food & Drink,452,2023-12-25,2024-05-12
453,Pepper - Scotch Bonnet,"Nondisp transverse fx unsp patella, 7thC","€234,51",Attractions,453,2023-05-30,2024-03-18
454,Pork - Backs - Boneless,Varicose veins of lower extremities with ulcer,"€532,15",Arts & Entertainment,454,2023-08-20,2023-11-14
455,"Nut - Almond, Blanched, Ground",Suberosis,"€653,94",Food & Drink,455,2024-03-07,2023-05-22
456,Calypso - Pineapple Passion,Corrosion of first degree of forehead and cheek,"€875,18",vvvv,456,2024-02-07,2023-09-11
457,Potato - Sweet,Insect bite (nonvenomous) of lip and oral cavity,"€164,85",Gifts & Special Events,457,2023-06-10,2024-04-03
458,Chocolate - White,"Bent bone of left ulna, init encntr for closed fracture","€52,72",aaaa,458,2023-09-06,2023-06-18
459,Ecolab - Solid Fusion,Lead-induced gout,"€347,67",Attractions,459,2023-12-13,2023-11-22
460,Lettuce - Red Leaf,"Mech compl of other urinary devices and implants, sequela","€948,32",Arts & Entertainment,460,2023-08-12,2023-01-12
461,Pork - Hock And Feet Attached,"Oth fx shaft of unsp ulna, 7thJ","€834,43",Gifts & Special Events,461,2024-04-28,2023-06-16
462,Potatoes - Idaho 100 Count,"Air embolism in pregnancy, second trimester","€642,30",vvvv,462,2023-11-22,2023-04-10
463,Smoked Tongue,"Idiopathic chronic gout, multiple sites, without tophus","€104,13",Food & Drink,463,2024-01-10,2024-04-15
464,Banana Turning,Penetrating wound without foreign body of unsp eyeball,"€72,63",Attractions,464,2023-04-20,2023-01-30
465,"Star Anise, Whole","Sprain of other part of left wrist and hand, sequela","€772,37",aaaa,465,2023-02-21,2024-02-15
466,Chocolate - Dark Callets,"Other contact with other marine mammals, sequela","€44,76",aaaa,466,2024-06-02,2024-03-04
467,Wine - Montecillo Rioja Crianza,"Unsp intracap fx r femr, 7thR","€279,30",vvvv,467,2023-09-07,2023-05-12
468,Sour Puss Sour Apple,Drown due to falling or jumping from crushed passenger ship,"€599,99",aaaa,468,2024-05-18,2023-08-05
469,"Bread - Roll, Whole Wheat",Cereb infrc due to unsp occls or stenosis of cerebral artery,"€567,53",aaaa,469,2024-02-11,2024-04-06
470,Muffin - Zero Transfat,"Corrosion of unsp degree of unspecified forearm, init encntr","€683,43",Gifts & Special Events,470,2024-05-12,2023-06-04
471,Puff Pastry - Slab,"Disp fx of hook pro of hamate bone, l wrs, 7thK","€705,92",Food & Drink,471,2023-07-23,2023-05-06
472,Garbage Bag - Clear,Pnctr w/o foreign body of right thumb w/o damage to nail,"€428,38",Attractions,472,2024-01-10,2023-08-06
473,Pear - Asian,Unspecified fracture of navicular bone of right wrist,"€275,85",Attractions,473,2023-03-24,2024-05-03
474,Tea - Orange Pekoe,Corrosion of second degree of left knee,"€991,26",Food & Drink,474,2024-05-31,2023-06-20
475,Wine - Semi Dry Riesling Vineland,"Sltr-haris Type III physl fx upr end rad, unsp arm, 7thK","€259,01",Beauty & Fitness,475,2023-05-25,2023-01-24
476,Broom Handle,"Nondisp intertroch fx r femr, 7thR","€334,27",Beauty & Fitness,476,2023-04-08,2024-06-14
477,Container - Hngd Cll Blk 7x7x3,Other and unsp diseases of blood and blood-forming organs,"€526,20",aaaa,477,2024-01-17,2023-09-17
478,Bread Base - Goodhearth,"Displ spiral fx shaft of unsp tibia, 7thK","€704,58",vvvv,478,2024-04-20,2024-06-18
479,Coffee - Decafenated,"Disp fx of ant pro of r calcaneus, subs for fx w nonunion","€142,68",Attractions,479,2024-03-28,2024-03-10
480,Cheese - Sheep Milk,"Actvty,oth w exter property & land maint, bldg and construct","€400,97",Attractions,480,2023-09-05,2024-03-14
481,Cheese - Gouda Smoked,"Sltr-haris Type I physl fx upper end humer, right arm, sqla","€95,17",Food & Drink,481,2023-11-26,2024-03-06
482,Ice Cream - Turtles Stick Bar,Subluxation of unsp interphalangeal joint of r idx fngr,"€641,30",Food & Drink,482,2023-09-16,2023-04-06
483,Sugar Thermometer,"Strain of muscle and tendon of unsp wall of thorax, sequela",,Arts & Entertainment,483,2024-03-01,2023-11-02
484,"Lamb - Shoulder, Boneless","Poisoning by oth estrogens and progstrn, undetermined, init","€262,33",Attractions,484,2023-06-08,2023-09-17
485,Longos - Chicken Wings,"External constriction of left forearm, subsequent encounter","€705,40",aaaa,485,2023-03-20,2024-01-19
486,Goulash Seasoning,Adverse effect of unspecified systemic antibiotic,"€874,77",Gifts & Special Events,486,2023-04-11,2024-03-17
487,Glass - Juice Clear 5oz 55005,Burn of third degree of ankle,"€461,70",aaaa,487,2024-05-31,2024-06-27
488,Sauce - Roasted Red Pepper,Unsp injury of intrinsic msl/tnd at ankle and foot level,"€172,11",Attractions,488,2023-02-15,2023-06-14
489,Curry Powder,"Other injury of ovary, unilateral, initial encounter","€716,29",Attractions,489,2023-09-14,2024-04-29
490,Beef - Rib Eye Aaa,Rheumatoid lung disease with rheumatoid arthritis of hand,"€706,99",Beauty & Fitness,490,2023-05-05,2023-07-07
491,"Nut - Almond, Blanched, Whole","Toxic eff of halgn deriv of aliphatic hydrocrb, asslt, init",,aaaa,491,2023-10-14,2023-08-24
492,Cheese - Sheep Milk,"Inj musc/fasc/tend long head of biceps, left arm",,Arts & Entertainment,492,2024-02-12,2024-02-16
493,"Split Peas - Yellow, Dry","Strain musc/tend ant grp at low leg level, left leg, sequela","€498,33",Food & Drink,493,2023-03-23,2023-04-16
494,"Wine - White, Ej Gallo","Chronic gout due to renal impairment, wrist","€104,33",Gifts & Special Events,494,2024-01-16,2023-01-10
495,Cookies - Amaretto,Oth malignant neoplasm of skin of oth and unsp parts of face,"€737,89",Beauty & Fitness,495,2023-12-29,2024-04-06
496,Veal - Leg,Open wound of unspecified external genital organs,"€981,75",Food & Drink,496,2023-03-01,2024-04-04
497,"Carrots - Mini, Stem On","Maternal care for fetal problem, unsp, unsp tri, fetus 1","€436,22",Arts & Entertainment,497,2023-06-27,2023-06-11
498,"Nut - Pecan, Pieces","Occ of anml-drn vehicle inj in clsn w statnry object, subs","€733,65",aaaa,498,2024-02-10,2023-12-23
499,"Bread - White, Sliced",Ectopic tissue in lung,"€508,35",Attractions,499,2023-11-11,2023-02-11
500,"Vodka - Hot, Lnferno","Poisoning by unspecified general anesthetics, undetermined","€862,06",Beauty & Fitness,500,2023-10-22,2024-02-25
501,The Pop Shoppe - Cream Soda,"Unspecified subluxation of right ring finger, sequela","€400,92",vvvv,501,2023-02-17,2023-05-24
502,"Cheese - Romano, Grated","Nondisp fx of olecran pro w intartic extn unsp ulna, 7thH","€262,65",vvvv,502,2023-09-08,2023-12-24
503,"Cookies - Oreo, 4 Pack","Disorders of meninges, not elsewhere classified","€78,38",aaaa,503,2024-01-23,2023-08-01
504,Beer - Corona,"Perst migrn aura w/o cereb infrc, not ntrct, w/o stat migr","€976,81",Attractions,504,2024-01-25,2024-03-22
505,Ice Cream Bar - Rolo Cone,"Nondisp transverse fx shaft of unsp rad, 7thC","€379,12",Gifts & Special Events,505,2023-06-08,2023-05-24
506,Table Cloth 62x120 White,Other specified viral infections of central nervous system,"€347,84",Beauty & Fitness,506,2024-03-09,2023-04-15
507,Energy Drink Red Bull,"Nondisp midcervical fx unsp femr, 7thK","€63,48",vvvv,507,2023-03-27,2023-06-22
508,Soup Bowl Clear 8oz92008,Stimulant laxatives,"€533,32",Arts & Entertainment,508,2023-02-07,2023-04-02
509,Bar Energy Chocchip,Athscl unsp type bypass of the left leg w ulcer of unsp site,"€284,01",vvvv,509,2023-04-30,2023-02-13
510,Wooden Mop Handle,"Toxic effect of carbon monoxide from unsp source, assault","€498,74",Attractions,510,2023-08-06,2023-07-02
511,Veal - Nuckle,Neonatal cerebral leukomalacia,"€249,01",Food & Drink,511,2023-02-25,2023-07-10
512,Smoked Tongue,"Myelodysplastic syndrome, unspecified","€366,91",Arts & Entertainment,512,2024-04-26,2023-05-21
513,Salt - Seasoned,"Nondisp simp suprcndl fx w/o intrcndl fx r humer, 7thK","€25,94",Beauty & Fitness,513,2023-03-17,2024-02-03
514,"Lamb - Shoulder, Boneless","Burn third deg of unsp site unsp lower limb, ex ank/ft, subs","€488,70",Food & Drink,514,2023-09-27,2024-01-24
515,"Tart Shells - Savory, 3",Animl-ridr or occ of anml-drn veh inj in clsn w rail trn/veh,"€230,08",Attractions,515,2023-11-14,2023-01-10
516,Chicken - Livers,"Mech compl of coronary artery bypass graft, subs encntr","€892,91",Beauty & Fitness,516,2024-04-01,2023-06-09
517,Table Cloth 62x120 Colour,"Other otosclerosis, right ear","€62,21",Food & Drink,517,2024-06-07,2024-06-09
518,"Pasta - Fusili, Dry","Harada's disease, right eye",,Arts & Entertainment,518,2023-12-07,2024-03-03
519,Isomalt,"Other injury of spleen, sequela","€666,20",Beauty & Fitness,519,2024-06-05,2023-06-20
520,Coffee - Decafenated,Encounter for fertility preservation counseling,"€817,47",Attractions,520,2024-06-11,2024-03-17
521,Pepper - Green Thai,Displaced fracture of shaft of other metacarpal bone,"€290,49",Gifts & Special Events,521,2024-05-22,2023-04-08
522,Garlic - Peeled,"Oth athscl nonbiol bypass of the extremities, right leg","€555,40",Beauty & Fitness,522,2023-11-12,2023-11-06
523,Lobster - Cooked,Primary pulmonary hypertension,"€530,30",Gifts & Special Events,523,2023-08-27,2024-03-14
524,Pork - Ham Hocks - Smoked,"Strain intrns musc/fasc/tend l idx fngr at wrs/hnd lv, subs","€90,80",Attractions,524,2023-03-02,2023-08-07
525,Flax Seed,"Subluxation of T3/T4 thoracic vertebra, initial encounter","€18,49",Attractions,525,2023-09-01,2023-05-12
526,"Iced Tea - Lemon, 460 Ml","Chronic osteomyelitis w draining sinus, unsp ankle and foot","€194,27",Beauty & Fitness,526,2024-05-27,2023-01-09
527,Flour - Fast / Rapid,"External constriction, left great toe, initial encounter",,Food & Drink,527,2023-07-04,2024-02-24
528,Beer - Sleemans Honey Brown,"Unsp car occ injured in clsn w pick-up truck nontraf, init","€522,76",Attractions,528,2023-03-21,2023-12-11
529,Sesame Seed,Unspecified open wound of foot,"€693,60",aaaa,529,2024-05-27,2023-08-08
530,"Crab - Claws, Snow 16 - 24",Infantile (acute) (chronic) eczema,"€488,96",Beauty & Fitness,530,2024-03-24,2024-02-26
531,Glaze - Apricot,Dislocation of left scapula,"€404,34",Food & Drink,531,2024-01-30,2024-03-15
532,Pastry - Apple Large,"Unsp pedl cyclst inj in clsn w 2/3-whl mv nontraf, sequela","€871,69",aaaa,532,2023-06-17,2023-09-25
533,Nantucket - 518ml,"Poisoning by therapeutic gases, undetermined","€394,12",Arts & Entertainment,533,2024-01-06,2023-04-04
534,Curry Powder,"Superficial foreign body of right back wall of thorax, init","€651,19",Arts & Entertainment,534,2023-10-06,2023-08-23
535,Cheese - Grana Padano,Contact with and (suspected) exposure to viral hepatitis,"€805,48",Gifts & Special Events,535,2023-07-21,2023-07-17
536,"Oranges - Navel, 72",Pedestrian injured in collision w nonmtr vehicle in traf,"€209,68",aaaa,536,2023-02-11,2023-01-18
537,Turnip - White,"Oth intartic fx low end r rad, 7thE","€260,78",vvvv,537,2024-06-30,2023-05-09
538,Bread - Mini Hamburger Bun,"Unsp traum displ spondylolysis of 4th cervcal vert, 7thD","€323,48",Beauty & Fitness,538,2023-02-26,2024-01-19
539,"Beef - Roasted, Cooked","Inj superficial palmar arch of right hand, init encntr","€758,65",Gifts & Special Events,539,2023-08-01,2023-06-19
540,Vinegar - Rice,"Nondisp fx of coronoid pro of unsp ulna, 7thK","€63,60",Beauty & Fitness,540,2023-03-26,2023-01-08
541,Sping Loaded Cup Dispenser,"Erosn implnt vaginal mesh to surrnd org/tiss, subs","€736,34",Arts & Entertainment,541,2024-05-15,2023-05-24
542,Beans - Fava Fresh,"Ischiocapsular ligament sprain of unsp hip, init encntr","€577,44",vvvv,542,2023-01-11,2023-05-04
543,Muffin - Mix - Mango Sour Cherry,"Oth tear of medial mensc, current injury, unsp knee, sequela","€951,84",Gifts & Special Events,543,2024-02-16,2024-06-09
544,Bagelers - Cinn / Brown,Other contact with nonvenomous snake,"€178,11",Gifts & Special Events,544,2023-04-27,2024-04-15
545,Beer - Mcauslan Apricot,"Stress fracture, right shoulder, sequela","€163,61",Gifts & Special Events,545,2023-03-09,2023-10-09
546,Cheese - Goat,"Laceration w foreign body of oth part of neck, subs encntr","€455,28",Beauty & Fitness,546,2023-04-04,2024-07-01
547,Chinese Foods - Pepper Beef,Other disorders of optic disc,"€134,18",Gifts & Special Events,547,2024-04-17,2023-06-28
548,Pepper - Jalapeno,"Oth fx low end r tibia, 7thE","€821,49",Attractions,548,2023-10-18,2024-03-21
549,"Chocolate - Milk, Callets",Fracture of coronoid process of right mandible,"€905,09",Attractions,549,2024-06-13,2023-10-10
550,Long Island Ice Tea,Displaced fracture of medial malleolus of right tibia,"€831,72",Beauty & Fitness,550,2023-12-19,2024-03-09
551,Bagels Poppyseed,"Idiopathic corneal edema, unspecified eye","€656,36",Attractions,551,2024-06-12,2024-06-28
552,Squash - Acorn,Drug-induced pemphigus,"€524,88",Arts & Entertainment,552,2023-02-24,2024-05-13
553,Longos - Grilled Chicken With,"Corrosion of second degree of right wrist, initial encounter","€500,24",Attractions,553,2023-11-29,2023-05-14
554,Kellogs Cereal In A Cup,"Oth malignant neoplasm skin/ unsp upper limb, inc shoulder","€10,34",Attractions,554,2023-09-12,2023-10-16
555,"Veal - Inside, Choice","Person outside hv veh inj in nonclsn trnsp acc nontraf, init","€835,70",vvvv,555,2024-02-07,2024-04-15
556,Table Cloth 91x91 Colour,"Sltr-haris Type II physl fx upr end l tibia, 7thD","€380,75",vvvv,556,2024-05-13,2023-06-03
557,Juice - Mango,Prsnl history of extracorporeal membrane oxygenation (ECMO),"€935,81",Arts & Entertainment,557,2023-05-07,2023-12-05
558,Pepper Squash,"Unsp superficial injuries of breast, unspecified breast","€115,69",vvvv,558,2024-05-22,2024-06-13
559,Veal - Bones,Ankylosing spondylitis,"€948,14",Attractions,559,2023-09-02,2024-04-29
560,Cheese - Asiago,Viral myocarditis,"€128,87",Food & Drink,560,2023-03-05,2023-09-11
561,Cheese - Augre Des Champs,"Subluxation of proximal interphaln joint of left thumb, subs","€210,02",Food & Drink,561,2024-04-18,2023-02-07
562,Cocoa Powder - Dutched,"Unsp fracture of T5-T6 vertebra, subs for fx w delay heal","€306,87",Arts & Entertainment,562,2024-01-13,2024-04-03
563,Kale - Red,"Oth soft tissue disord related to use/pressure, right thigh","€336,36",vvvv,563,2024-02-16,2024-02-15
564,Container - Clear 32 Oz,"Pathological fracture, left hand, subs for fx w malunion","€647,08",Gifts & Special Events,564,2023-07-17,2023-10-10
565,Longos - Chicken Cordon Bleu,"Laceration of musc/fasc/tend at forearm level, left arm","€642,51",Attractions,565,2024-01-14,2024-06-19
566,Mackerel Whole Fresh,"Fracture of unspecified part of body of right mandible, 7thD","€467,96",Arts & Entertainment,566,2023-10-17,2024-02-01
567,"Iced Tea - Lemon, 460 Ml","Legal intervnt involving unsp sharp objects, suspect injured","€632,74",Attractions,567,2023-08-21,2024-03-10
568,Bread - Raisin Walnut Pull,"Galeazzi's fx unsp rad, subs for opn fx type I/2 w malunion","€492,25",vvvv,568,2023-12-29,2023-03-15
569,Eggplant - Regular,"Strain intrns musc/fasc/tend l mid fngr at wrs/hnd lv, subs","€149,17",Beauty & Fitness,569,2023-04-15,2023-07-22
570,"Veal - Brisket, Provimi, Bone - In",Oth parlyt syndrome fol oth ntrm intcrn hemor aff unsp side,"€807,73",Attractions,570,2023-11-07,2023-01-28
571,Bread - White Mini Epi,Sprain of toe,"€698,32",aaaa,571,2024-03-05,2023-10-25
572,Muffin - Mix - Bran And Maple 15l,Nontraumatic subarachnoid hemorrhage from basilar artery,"€849,24",vvvv,572,2023-06-18,2023-01-18
573,Oil - Macadamia,"Infect/inflm react due to int fix of unsp bone of arm, init",,Gifts & Special Events,573,2024-05-02,2023-07-07
574,Drambuie,"Disp fx of body of hamate bone, unsp wrs, 7thD","€858,15",Food & Drink,574,2024-01-21,2023-10-05
575,Turnip - Wax,Spermatocele of epididymis,,aaaa,575,2024-06-10,2023-03-09
576,Sobe - Cranberry Grapefruit,Laceration w/o foreign body of left thumb w damage to nail,"€530,19",vvvv,576,2024-04-11,2023-05-13
577,Chocolate - Liqueur Cups With Foil,"Injury of l int carotid, intcr w LOC of 1-5 hrs 59 min, subs","€67,60",Arts & Entertainment,577,2024-01-18,2024-02-20
578,Turkey - Ground. Lean,"Type 1 diabetes with stable prolif diabetic rtnop, right eye","€250,34",vvvv,578,2023-11-19,2024-05-01
579,Sprouts - Brussel,"Laceration of muscle and tendon of head, initial encounter","€537,13",Attractions,579,2024-03-14,2023-02-15
580,Evaporated Milk - Skim,"Skeletal fluorosis, left hand","€2,99",Food & Drink,580,2023-03-02,2023-11-21
581,Bagels Poppyseed,"Torus fx upper end of left radius, subs for fx w nonunion","€548,38",vvvv,581,2023-08-18,2024-03-24
582,Soup - French Can Pea,"Fx unsp phalanx of r rng fngr, subs for fx w nonunion","€70,64",Arts & Entertainment,582,2023-06-25,2023-11-24
583,Wine - Barossa Valley Estate,"Corrosion of second degree of nose (septum), sequela","€567,56",Gifts & Special Events,583,2024-03-13,2023-10-25
584,"Beef - Baby, Liver",Other dissociative and conversion disorders,"€551,09",Gifts & Special Events,584,2024-06-24,2023-02-03
585,Melon - Honey Dew,"Unsp car occupant injured in clsn w unsp mv in traf, sequela","€680,12",aaaa,585,2024-05-02,2023-07-13
586,Vinegar - White Wine,"Traumatic rupture of oth ligament of right wrist, subs","€970,24",Arts & Entertainment,586,2023-07-21,2024-06-27
587,Nantucket - Orange Mango Cktl,"Superficial foreign body, right lower leg, subs encntr","€451,03",aaaa,587,2024-04-03,2024-03-12
588,Lettuce - Baby Salad Greens,"Secondary osteoarthritis, unspecified wrist","€269,61",Food & Drink,588,2023-05-06,2023-04-03
589,Cleaner - Comet,"Recurrent dislocation, unspecified finger","€390,29",Arts & Entertainment,589,2023-07-22,2023-08-27
590,Wine - Barossa Valley Estate,"Nondisp trimalleol fx unsp low leg, 7thN","€839,30",Arts & Entertainment,590,2023-09-22,2024-05-05
591,Bagel - Ched Chs Presliced,Excessive horizontal overlap,"€319,60",Beauty & Fitness,591,2023-08-26,2023-03-14
592,Cassis,Unspecified superficial injury of knee,"€803,73",Gifts & Special Events,592,2023-12-17,2024-05-09
593,Taro Leaves,"Poisoning by antithyroid drugs, undetermined","€167,28",Beauty & Fitness,593,2023-07-29,2024-06-25
594,Calypso - Pineapple Passion,"Flexion deformity, unspecified finger joints","€925,19",Arts & Entertainment,594,2024-06-23,2024-03-08
595,Tomatoes - Orange,"Other injury of ascending colon, subsequent encounter","€729,57",aaaa,595,2023-01-08,2024-01-29
596,"Red Snapper - Fresh, Whole","Other specified disorders of synovium, right ankle and foot","€161,96",Arts & Entertainment,596,2023-12-16,2024-04-14
597,Nori Sea Weed,Postproc hematoma of an endo sys org fol an endo sys proc,"€357,40",vvvv,597,2024-01-07,2024-01-20
598,Chicken - Soup Base,Malignant neoplasm of short bones of unspecified lower limb,"€995,97",Food & Drink,598,2023-03-18,2024-01-12
599,Chocolate - Liqueur Cups With Foil,"Insect bite (nonvenomous), right lesser toe(s), init encntr",,Attractions,599,2023-11-03,2024-02-15
600,Beans - Wax,"Unspecified corneal ulcer, unspecified eye","€616,25",Gifts & Special Events,600,2024-04-18,2023-05-22
601,Nectarines,Malignant neoplasm of body of pancreas,"€223,14",Attractions,601,2023-08-29,2023-01-03
602,"Tomatoes - Plum, Canned","Stress fracture, unspecified finger(s)",,Attractions,602,2024-06-15,2024-05-27
603,"Clams - Littleneck, Whole",Torsion of right fallopian tube,"€762,86",vvvv,603,2024-02-07,2024-03-11
604,"Pepper - Red, Finger Hot","Minor laceration of unsp internal jugular vein, subs encntr","€415,44",Attractions,604,2023-08-18,2023-08-20
605,"Lid - 10,12,16 Oz","Laceration without foreign body, right hip","€414,84",Beauty & Fitness,605,2023-05-09,2024-06-25
606,Raspberries - Fresh,Respiratory distress of newborn,"€303,34",Food & Drink,606,2023-06-15,2023-04-17
607,Thermometer Digital,Infective pericarditis,,vvvv,607,2024-03-14,2023-03-03
608,Wine - Beaujolais Villages,"Other physeal fracture of upper end of humerus, left arm","€841,89",aaaa,608,2023-10-30,2023-04-30
609,Cocktail Napkin Blue,"Displ commnt fx unsp patella, subs for clos fx w nonunion","€370,94",vvvv,609,2024-02-14,2023-02-27
610,"Mustard - Dry, Powder",Unspecified sprain of right foot,"€963,48",Food & Drink,610,2023-05-17,2023-11-13
611,Plasticforkblack,Unspecified superficial keratitis,"€457,93",Gifts & Special Events,611,2023-01-19,2023-12-11
612,Vaccum Bag 10x13,"Nondisp fx of shaft of 4th MC bone, r hand, 7thK","€268,76",Gifts & Special Events,612,2023-11-28,2024-05-25
613,Lychee - Canned,"Injury of unspecified uterine artery, subsequent encounter","€772,32",Gifts & Special Events,613,2023-03-31,2023-10-17
614,Wine - Pinot Noir Latour,"Pathological fracture, right toe(s), subs for fx w malunion","€139,78",Food & Drink,614,2024-02-25,2023-02-02
615,Pork - Ground,"Laceration w/o fb of unsp toe(s) w damage to nail, subs","€284,66",vvvv,615,2023-09-06,2023-05-26
616,Sobe - Cranberry Grapefruit,"Minor laceration of femoral artery, left leg, init encntr","€917,59",vvvv,616,2024-04-05,2023-05-09
617,"Soup - Clam Chowder, Dry Mix","Tox eff of corrosv alkalis and alk-like substnc, asslt, subs","€349,42",Gifts & Special Events,617,2024-04-06,2024-04-17
618,Bread - Italian Roll With Herbs,"Unsp injury of unsp tibial artery, right leg, subs encntr","€418,92",Attractions,618,2023-02-16,2023-05-08
619,"Wine - White, Colubia Cresh","Laceration with foreign body of unsp wrist, init encntr","€478,53",aaaa,619,2023-10-01,2024-06-22
620,Wine - Carmenere Casillero Del,Labor and delivery complicated by other cord complications,"€888,17",Attractions,620,2024-02-11,2023-02-06
621,Pepsi - 600ml,Other specified cerebrovascular diseases,"€376,63",Food & Drink,621,2023-10-13,2024-05-29
622,Okra,"Unsp fx head of unsp femr, 7thJ","€27,54",Attractions,622,2023-01-18,2024-02-23
623,Muffin Mix - Raisin Bran,"Acute embolism and thrombosis of axillary vein, bilateral","€167,13",Food & Drink,623,2023-05-19,2023-06-01
624,Gatorade - Lemon Lime,"Maxillary fracture, unspecified side, 7thB","€838,81",Attractions,624,2023-03-21,2023-08-21
625,Beets,"Strain of unsp musc/fasc/tend at forarm lv, right arm, init","€202,81",aaaa,625,2024-03-22,2023-05-01
626,"Fish - Soup Base, Bouillon",Coxa plana,"€432,18",aaaa,626,2023-12-26,2024-05-31
627,Calvados - Boulard,"Nondisp fx of unsp tibial tuberosity, 7thB","€21,24",Beauty & Fitness,627,2024-02-16,2023-05-03
628,"Pork - Bacon, Double Smoked","Unsp inj flexor musc/fasc/tend finger at wrs/hnd lv, init","€173,06",Arts & Entertainment,628,2023-09-14,2023-08-31
629,Lamb Tenderloin Nz Fr,Dislocation of proximal interphaln joint of l little finger,"€788,10",Food & Drink,629,2023-07-29,2023-10-02
630,Muffin Mix - Carrot,"Dislocation of acromioclav jt, greater than 200% displacmnt","€940,79",Attractions,630,2023-05-09,2024-02-07
631,Cranberry Foccacia,Bunion of left foot,,Gifts & Special Events,631,2023-06-09,2023-02-26
632,Drambuie,"Other stimulant use, unspecified","€612,52",Arts & Entertainment,632,2024-05-14,2023-02-08
633,"Soup - Clam Chowder, Dry Mix",Other osteonecrosis of right ulna,"€741,49",Gifts & Special Events,633,2023-07-08,2024-06-06
634,Eggplant - Baby,"Sprain of ligaments of lumbar spine, subsequent encounter","€617,46",Gifts & Special Events,634,2023-12-06,2023-06-17
635,Sesame Seed,"Displacement of aortic (bifurcation) graft, init","€898,95",Arts & Entertainment,635,2023-02-18,2024-03-18
636,English Muffin,"Poisoning by 4-Aminophenol derivatives, undetermined, subs","€389,13",Beauty & Fitness,636,2023-06-17,2023-02-11
637,Appetizer - Shrimp Puff,"Unsp fx shaft of l femr, 7thN","€193,13",Arts & Entertainment,637,2023-11-22,2023-12-03
638,Sprouts - Baby Pea Tendrils,"False labor before 37 completed weeks of gest, unsp tri","€714,75",Attractions,638,2024-05-09,2024-01-01
639,Garlic - Elephant,"Unsp trochan fx unsp femr, 7thN","€387,64",Food & Drink,639,2024-03-26,2023-02-07
